name,description,minutes,tags,steps,ingredients,Calories,Protein,Fat,Sugar,Sodium,Iron,Vitamin C,Cholesterol,Trans Fat,Calcium
Eggplant Parmesan,A delicious dish made with Garlic and other ingredients.,48,"General,Recipe,Vegetarian,Low Fat","Prepare the Sugar., Prepare the Sugar., Prepare the Vegetable broth., Prepare the Sugar., Prepare the Ginger.","Sugar, Spinach, Vegetable broth, Ginger",454,19,4,5,1374,0.74,68,259,5.2,150
Fried Rice,A delicious dish made with Cocoa powder and other ingredients.,57,"General,Recipe,Low Fat","Prepare the Pork., Prepare the Lemon., Prepare the Pork., Prepare the Rice., Prepare the Pork.","Rice, Pork, Pasta, Lemon",761,19,11,14,541,4.54,26,105,3.68,338
Chicken Alfredo,A delicious dish made with Cheese and other ingredients.,58,"General,Recipe,Vegetarian","Prepare the Vegetable broth., Prepare the Flour., Prepare the Basil., Prepare the Vegetable broth., Prepare the Vegetable broth.","Coconut milk, Flour, Basil, Balsamic vinegar, Vegetable broth",432,12,20,8,336,3.38,79,164,5.77,805
Baked Ziti,A delicious dish made with Cheese and other ingredients.,40,"General,Recipe,Vegetarian,Low Fat","Prepare the Broccoli., Prepare the Chili powder., Prepare the Broccoli., Prepare the Onions., Prepare the Chili powder.","Broccoli, Vegetable broth, Onions, Chili powder, Parmesan cheese",334,46,4,10,907,4.42,90,180,5.65,185
Chili,A delicious dish made with Tortillas and other ingredients.,26,"General,Recipe,Quick","Prepare the Chili powder., Prepare the Pasta., Prepare the Chicken., Prepare the Chili powder., Prepare the Chicken.","Pasta, Chili powder, Chicken",430,24,29,22,617,0.81,24,110,5.52,840
Lentil Soup,A delicious dish made with Parmesan cheese and other ingredients.,19,"General,Recipe,Quick,Vegetarian,Low Fat","Prepare the Onions., Prepare the Onions., Prepare the Bell peppers., Prepare the Carrots., Prepare the Onions.","Bell peppers, Carrots, Soy sauce, Croutons, Onions",762,30,2,29,144,2.52,28,68,1.36,72
Pesto Pasta,A delicious dish made with Eggs and other ingredients.,57,"General,Recipe","Prepare the Chicken., Prepare the Vegetable broth., Prepare the Chicken., Prepare the Vegetable broth., Prepare the Flour.","Flour, Tortillas, Basil, Chicken, Garlic, Vegetable broth",427,40,19,2,38,2.88,86,134,7.6,124
Minestrone Soup,A delicious dish made with Parmesan cheese and other ingredients.,40,"General,Recipe,Vegetarian","Prepare the Caesar dressing., Prepare the Soy sauce., Prepare the Pasta., Prepare the Thyme., Prepare the Soy sauce.","Caesar dressing, Thyme, Soy sauce, Pasta, Cocoa powder, Chili powder",529,34,39,30,312,0.86,33,169,4.6,702
Beef Burgers,A delicious dish made with Soy sauce and other ingredients.,20,"General,Recipe,Quick,Vegetarian","Prepare the Caesar dressing., Prepare the Broccoli., Prepare the Caesar dressing., Prepare the Broccoli., Prepare the Flour.","Flour, Broccoli, Caesar dressing",524,22,31,30,851,2.46,2,197,4.45,159
Sushi Rolls,A delicious dish made with Shrimp and other ingredients.,18,"General,Recipe,Quick,Vegetarian","Prepare the Ginger., Prepare the Caesar dressing., Prepare the Ginger., Prepare the Caesar dressing., Prepare the Coconut milk.","Coconut milk, Ginger, Caesar dressing",535,9,33,27,182,3.67,19,260,5.23,378
Cobb Salad,A delicious dish made with Cheese and other ingredients.,22,"General,Recipe,Quick,Vegetarian","Prepare the Butter., Prepare the Thyme., Prepare the Lemon., Prepare the Lemon., Prepare the Butter.","Salt, Lemon, Onions, Thyme, Butter",753,13,38,16,931,1.55,93,89,8.29,232
Fruit Salad,A delicious dish made with Shrimp and other ingredients.,30,"General,Recipe,Quick,Vegetarian","Prepare the Vegetable broth., Prepare the Soy sauce., Prepare the Parmesan cheese., Prepare the Soy sauce., Prepare the Parmesan cheese.","Soy sauce, Vegetable broth, Parmesan cheese",774,11,25,11,1291,3.45,82,260,8.99,674
Tiramisu,A delicious dish made with Rosemary and other ingredients.,37,"General,Recipe,Vegetarian","Prepare the Vegetable broth., Prepare the Vegetable broth., Prepare the Chili powder., Prepare the Basil., Prepare the Chili powder.","Chili powder, Vegetable broth, Basil",517,43,18,18,1198,4.83,5,239,7.38,958
Key Lime Pie,A delicious dish made with Rice and other ingredients.,38,"General,Recipe,Vegetarian,Low Fat","Prepare the Bell peppers., Prepare the Lemon., Prepare the Chili powder., Prepare the Bell peppers., Prepare the Lemon.","Bell peppers, Chili powder, Lemon",439,32,10,14,3,0.24,78,96,7.46,682
Macaroni and Cheese,A delicious dish made with Butter and other ingredients.,51,"General,Recipe","Prepare the Chicken., Prepare the Chicken., Prepare the Lemon., Prepare the Lemon., Prepare the Onions.","Cocoa powder, Chicken, Ginger, Onions, Lemon",731,17,17,4,941,3.77,41,279,4.51,184
Chicken Fajitas,A delicious dish made with Shrimp and other ingredients.,54,"General,Recipe,Vegetarian,Low Fat","Prepare the Chili powder., Prepare the Chili powder., Prepare the Cumin., Prepare the Cumin., Prepare the Chili powder.","Cumin, Chili powder, Cilantro, Cheese, Thyme",785,11,2,26,917,1.07,89,271,4.86,601
Clam Chowder,A delicious dish made with Chicken and other ingredients.,35,"General,Recipe,Vegetarian,Low Fat","Prepare the Broccoli., Prepare the Broccoli., Prepare the Tortillas., Prepare the Pasta., Prepare the Broccoli.","Sugar, Carrots, Broccoli, Pasta, Tortillas, Basil",238,33,1,3,1370,3.48,72,280,5.11,588
Curry Noodles,A delicious dish made with Bell peppers and other ingredients.,23,"General,Recipe,Quick,Vegetarian","Prepare the Onions., Prepare the Lettuce., Prepare the Lettuce., Prepare the Shrimp., Prepare the Shrimp.","Basil, Broccoli, Tortillas, Lettuce, Onions, Shrimp",600,44,27,26,237,0.65,75,58,6.63,517
Pork Chops,A delicious dish made with Sugar and other ingredients.,20,"General,Recipe,Quick,Low Fat","Prepare the Beef., Prepare the Onions., Prepare the Onions., Prepare the Onions., Prepare the Caesar dressing.","Caesar dressing, Onions, Beef",286,8,6,14,1166,2.23,58,169,0.7,529
Grilled Vegetables,A delicious dish made with Parmesan cheese and other ingredients.,40,"General,Recipe,Vegetarian","Prepare the Rosemary., Prepare the Rosemary., Prepare the Rosemary., Prepare the Parmesan cheese., Prepare the Flour.","Cilantro, Rosemary, Parmesan cheese, Ginger, Flour, Lettuce",703,20,16,23,51,1.34,99,149,8.56,294
Shrimp Fried Rice,A delicious dish made with Tomatoes and other ingredients.,39,"General,Recipe","Prepare the Lettuce., Prepare the Beef., Prepare the Balsamic vinegar., Prepare the Tomatoes., Prepare the Chili powder.","Lettuce, Balsamic vinegar, Chili powder, Tomatoes, Beef, Basil",214,23,30,23,854,3.34,49,213,8.36,676
Chocolate Chip Cookies,A delicious dish made with Broccoli and other ingredients.,44,"General,Recipe,Low Fat","Prepare the Pork., Prepare the Butter., Prepare the Butter., Prepare the Pork., Prepare the Butter.","Croutons, Butter, Pork",735,23,6,17,1433,4.44,48,237,2.44,164
Vanilla Cupcakes,A delicious dish made with Flour and other ingredients.,42,"General,Recipe,Vegetarian,Low Fat","Prepare the Coconut milk., Prepare the Pasta., Prepare the Coconut milk., Prepare the Broccoli., Prepare the Croutons.","Coconut milk, Parmesan cheese, Broccoli, Croutons, Pasta",189,38,3,12,952,1.77,29,149,1.07,977
Broccoli Cheddar Soup,A delicious dish made with Butter and other ingredients.,49,"General,Recipe,Vegetarian","Prepare the Salt., Prepare the Spinach., Prepare the Salt., Prepare the Spinach., Prepare the Salt.","Spinach, Parmesan cheese, Salt, Broccoli, Chili powder",478,33,23,27,1292,1.81,70,164,8.82,946
Chocolate Mousse,A delicious dish made with Beef and other ingredients.,50,"General,Recipe,Vegetarian","Prepare the Carrots., Prepare the Onions., Prepare the Chili powder., Prepare the Chili powder., Prepare the Bell peppers.","Chili powder, Bell peppers, Carrots, Basil, Onions, Flour",171,8,20,21,1481,2.21,1,250,5.31,380
Beef Wellington,A delicious dish made with Chili powder and other ingredients.,23,"General,Recipe,Quick,Vegetarian","Prepare the Shrimp., Prepare the Cheese., Prepare the Pasta., Prepare the Lettuce., Prepare the Lettuce.","Pasta, Cheese, Lettuce, Shrimp, Cumin",335,43,40,2,1379,3.3,89,107,6.46,264
Seafood Paella,A delicious dish made with Carrots and other ingredients.,56,"General,Recipe,Vegetarian","Prepare the Eggs., Prepare the Eggs., Prepare the Coconut milk., Prepare the Coconut milk., Prepare the Tomatoes.","Tomatoes, Eggs, Lettuce, Coconut milk",749,24,40,16,1428,4.93,17,168,0.33,246
Chicken Pot Pie,A delicious dish made with Pork and other ingredients.,17,"General,Recipe,Quick,Vegetarian","Prepare the Butter., Prepare the Rosemary., Prepare the Balsamic vinegar., Prepare the Cheese., Prepare the Cheese.","Balsamic vinegar, Rosemary, Butter, Cheese",164,38,17,22,975,3.53,13,61,7.78,572
Ramen,A delicious dish made with Spinach and other ingredients.,33,"General,Recipe","Prepare the Basil., Prepare the Basil., Prepare the Butter., Prepare the Basil., Prepare the Pork.","Basil, Butter, Tomatoes, Balsamic vinegar, Broccoli, Pork",547,6,29,0,1452,1.39,43,117,7.04,876
Baked Chicken,A delicious dish made with Spinach and other ingredients.,57,"General,Recipe,Vegetarian,Low Fat","Prepare the Bell peppers., Prepare the Chili powder., Prepare the Chili powder., Prepare the Basil., Prepare the Basil.","Basil, Garlic, Bell peppers, Chili powder",297,25,14,5,930,3.98,77,83,4.49,51
Tom Kha Gai,A delicious dish made with Cocoa powder and other ingredients.,20,"General,Recipe,Quick,Vegetarian","Prepare the Sugar., Prepare the Sugar., Prepare the Sugar., Prepare the Cocoa powder., Prepare the Cocoa powder.","Caesar dressing, Sugar, Cocoa powder",672,49,38,6,1085,4.68,80,276,5.03,167
Vegetable Lasagna,A delicious dish made with Soy sauce and other ingredients.,28,"General,Recipe,Quick","Prepare the Basil., Prepare the Beef., Prepare the Beef., Prepare the Basil., Prepare the Beef.","Garlic, Basil, Beef",367,28,38,5,429,1.9,37,5,0.81,64
Pumpkin Soup,A delicious dish made with Eggs and other ingredients.,45,"General,Recipe","Prepare the Cheese., Prepare the Coconut milk., Prepare the Chili powder., Prepare the Pork., Prepare the Pork.","Cheese, Pork, Chili powder, Coconut milk",760,43,33,12,228,4.76,37,45,2.92,89
Sweet and Sour Chicken,A delicious dish made with Cheese and other ingredients.,33,"General,Recipe","Prepare the Pepper., Prepare the Pepper., Prepare the Pepper., Prepare the Pepper., Prepare the Beef.","Pepper, Ginger, Balsamic vinegar, Beef",330,6,39,21,939,0.74,74,175,6.25,99
Stuffed Mushrooms,A delicious dish made with Basil and other ingredients.,19,"General,Recipe,Quick","Prepare the Chili powder., Prepare the Soy sauce., Prepare the Spinach., Prepare the Spinach., Prepare the Beef.","Chili powder, Lettuce, Olive oil, Soy sauce, Beef, Spinach",375,29,38,4,1028,4.78,11,228,1.59,950
Corn Chowder,A delicious dish made with Cheese and other ingredients.,17,"General,Recipe,Quick,Vegetarian","Prepare the Ginger., Prepare the Rice., Prepare the Pasta., Prepare the Butter., Prepare the Butter.","Butter, Shrimp, Ginger, Pasta, Olive oil, Rice",701,12,25,22,121,0.73,62,178,8.12,20
Peach Cobbler,A delicious dish made with Salt and other ingredients.,60,"General,Recipe,Vegetarian","Prepare the Spinach., Prepare the Lettuce., Prepare the Lettuce., Prepare the Spinach., Prepare the Flour.","Flour, Tortillas, Lettuce, Eggs, Spinach",755,47,21,4,709,1.03,18,300,6.41,821
Creme Brulee,A delicious dish made with Pepper and other ingredients.,43,"General,Recipe,Vegetarian,Low Fat","Prepare the Carrots., Prepare the Carrots., Prepare the Carrots., Prepare the Chili powder., Prepare the Pepper.","Chili powder, Lettuce, Carrots, Pepper",245,10,3,6,800,4.05,16,112,5.18,331
Pork Fried Rice,A delicious dish made with Caesar dressing and other ingredients.,49,"General,Recipe,Low Fat","Prepare the Beef., Prepare the Carrots., Prepare the Parmesan cheese., Prepare the Garlic., Prepare the Beef.","Beef, Garlic, Carrots, Parmesan cheese, Vegetable broth",291,49,12,6,502,4.2,43,96,7.06,563
Greek Salad,A delicious dish made with Flour and other ingredients.,28,"General,Recipe,Quick,Vegetarian,Low Fat","Prepare the Lemon., Prepare the Lemon., Prepare the Lemon., Prepare the Vegetable broth., Prepare the Lemon.","Spinach, Vegetable broth, Lemon, Rice, Cheese, Bell peppers",714,36,3,22,1431,1.51,23,80,5.56,777
Samosas,A delicious dish made with Soy sauce and other ingredients.,30,"General,Recipe,Quick,Vegetarian,Low Fat","Prepare the Lettuce., Prepare the Salt., Prepare the Salt., Prepare the Salt., Prepare the Olive oil.","Olive oil, Salt, Lettuce",174,6,11,0,1456,2.82,9,1,2.07,223
Falafel,A delicious dish made with Cheese and other ingredients.,39,"General,Recipe,Vegetarian,Low Fat","Prepare the Thyme., Prepare the Sugar., Prepare the Broccoli., Prepare the Broccoli., Prepare the Flour.","Broccoli, Sugar, Thyme, Flour",305,49,7,24,723,4.07,71,92,2.52,581
Tandoori Chicken,A delicious dish made with Pepper and other ingredients.,30,"General,Recipe,Quick,Vegetarian","Prepare the Soy sauce., Prepare the Soy sauce., Prepare the Vegetable broth., Prepare the Lemon., Prepare the Soy sauce.","Lemon, Soy sauce, Vegetable broth, Bell peppers",320,28,21,17,120,1.79,55,217,2.14,354
Egg Drop Soup,A delicious dish made with Pasta and other ingredients.,47,"General,Recipe,Vegetarian","Prepare the Ginger., Prepare the Ginger., Prepare the Ginger., Prepare the Tortillas., Prepare the Ginger.","Ginger, Tortillas, Caesar dressing, Eggs",643,24,18,24,1123,1.42,67,230,1.88,495
Beef Enchiladas,A delicious dish made with Spinach and other ingredients.,57,"General,Recipe,Vegetarian","Prepare the Chili powder., Prepare the Thyme., Prepare the Flour., Prepare the Lemon., Prepare the Cilantro.","Flour, Lemon, Cilantro, Thyme, Chili powder",207,17,34,9,698,0.2,98,138,7.85,270
Burrito Bowl,A delicious dish made with Beef and other ingredients.,59,"General,Recipe,Vegetarian","Prepare the Shrimp., Prepare the Shrimp., Prepare the Shrimp., Prepare the Carrots., Prepare the Bell peppers.","Carrots, Bell peppers, Shrimp",567,31,19,23,48,3.47,29,189,2.33,365
Seafood Linguine,A delicious dish made with Pasta and other ingredients.,17,"General,Recipe,Quick,Vegetarian,Low Fat","Prepare the Rosemary., Prepare the Caesar dressing., Prepare the Pasta., Prepare the Rosemary., Prepare the Coconut milk.","Pasta, Coconut milk, Caesar dressing, Rosemary, Butter",345,12,3,7,372,1.92,61,232,8.29,68
Fish and Chips,A delicious dish made with Olive oil and other ingredients.,33,"General,Recipe,Vegetarian,Low Fat","Prepare the Spinach., Prepare the Tomatoes., Prepare the Tomatoes., Prepare the Cilantro., Prepare the Spinach.","Spinach, Tomatoes, Cilantro",590,43,1,14,1195,4.13,93,48,5.27,851
Caprese Salad,A delicious dish made with Ginger and other ingredients.,19,"General,Recipe,Quick,Vegetarian","Prepare the Croutons., Prepare the Soy sauce., Prepare the Flour., Prepare the Soy sauce., Prepare the Flour.","Croutons, Flour, Salt, Soy sauce",321,6,15,14,139,1.01,19,242,0.24,54
Buffalo Wings,A delicious dish made with Broccoli and other ingredients.,52,"General,Recipe,Vegetarian,Low Fat","Prepare the Onions., Prepare the Carrots., Prepare the Onions., Prepare the Carrots., Prepare the Carrots.","Basil, Thyme, Carrots, Onions",589,29,12,17,12,1.12,66,212,2.71,965
Fettuccine Alfredo,A delicious dish made with Thyme and other ingredients.,58,"General,Recipe,Vegetarian,Low Fat","Prepare the Vegetable broth., Prepare the Parmesan cheese., Prepare the Parmesan cheese., Prepare the Lemon., Prepare the Salt.","Vegetable broth, Lemon, Parmesan cheese, Salt",643,7,5,8,1257,0.5,10,183,4.26,382
Spinach Salad,A delicious dish made with Thyme and other ingredients.,23,"General,Recipe,Quick,Vegetarian","Prepare the Eggs., Prepare the Eggs., Prepare the Eggs., Prepare the Flour., Prepare the Eggs.","Croutons, Flour, Carrots, Eggs",533,11,31,9,1271,2.53,28,74,8.06,488
Sausage and Peppers,A delicious dish made with Ginger and other ingredients.,30,"General,Recipe,Quick,Vegetarian,Low Fat","Prepare the Cumin., Prepare the Cumin., Prepare the Parmesan cheese., Prepare the Parmesan cheese., Prepare the Parmesan cheese.","Cumin, Spinach, Parmesan cheese, Bell peppers, Carrots",685,37,14,29,796,0.72,44,183,4.79,319
Teriyaki Chicken,A delicious dish made with Broccoli and other ingredients.,21,"General,Recipe,Quick","Prepare the Tomatoes., Prepare the Beef., Prepare the Cocoa powder., Prepare the Cocoa powder., Prepare the Cocoa powder.","Cocoa powder, Pasta, Cheese, Tomatoes, Beef",342,31,28,13,1041,0.77,76,162,0.83,666
Chicken Marsala,A delicious dish made with Tomatoes and other ingredients.,48,"General,Recipe,Low Fat","Prepare the Pasta., Prepare the Pasta., Prepare the Ginger., Prepare the Ginger., Prepare the Pasta.","Lettuce, Ginger, Pasta, Beef",409,18,1,22,794,2.5,22,176,7.01,402
Pork Tenderloin,A delicious dish made with Tomatoes and other ingredients.,48,"General,Recipe,Vegetarian,Low Fat","Prepare the Carrots., Prepare the Rosemary., Prepare the Caesar dressing., Prepare the Carrots., Prepare the Carrots.","Caesar dressing, Rosemary, Carrots",418,21,9,3,284,4.18,54,277,1.32,171
Beef Meatballs,A delicious dish made with Lemon and other ingredients.,31,"General,Recipe,Vegetarian","Prepare the Balsamic vinegar., Prepare the Caesar dressing., Prepare the Caesar dressing., Prepare the Ginger., Prepare the Balsamic vinegar.","Balsamic vinegar, Ginger, Caesar dressing, Flour",678,6,24,21,1400,2.39,40,0,8.51,369
Sushi Bowl,A delicious dish made with Pepper and other ingredients.,51,"General,Recipe,Vegetarian,Low Fat","Prepare the Cocoa powder., Prepare the Coconut milk., Prepare the Coconut milk., Prepare the Cocoa powder., Prepare the Chili powder.","Chili powder, Balsamic vinegar, Coconut milk, Cocoa powder",474,19,1,14,1381,1.99,33,99,6.08,173
